activity_id,activity_name,activity_category,met_value,calories_per_kg_per_hour,intensity_level,is_cardio,equipment_needed,location,recommended_duration,recommended_frequency,diet_targets,calories_70kg_30min
2058,Kettle bell swings,Kettle bell swings,9.8,9.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",343.0
18340,"Swimming, treading water, fast, vigorous effort ",Swimming,9.8,9.8,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",343.0
18230,"Swimming laps, freestyle, fast, vigorous effort ",Swimming,9.8,9.8,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",343.0
3031,"Nightclub or folk dancing, vigorous effort (e.g., nightclub, disco, folk, line dancing, Irish step dancing, polka, contra)",Nightclub or folk dancing,9.8,9.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",343.0
18228,"Stand up Paddleboard, standing, 40-49 strokes/min",Stand up Paddleboard,9.8,9.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",343.0
15445,"Kendu, kirikaeshi style, high intensity",Kendu,9.6,9.6,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",336.0
4125,Hunting - hiking with hunting gear,Hunting - hiking with hunting gear,9.5,9.5,Berat,True,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",332.5
18250,"Swimming, backstroke, training or competition ",Swimming,9.5,9.5,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",332.5
2114,"Therapeutic exercise ball, Fitball exercise, high intensity",Therapeutic exercise ball,9.5,9.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",332.5
19115,"Skiing, cross-country skiing high-intensity training",Skiing,9.5,9.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",332.5
12510,"Running, 6.0 - 6.9 mph, 1.0 to 3.0 kg backpack",Running,9.5,9.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",332.5
15605,"Soccer, competitive",Soccer,9.5,9.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",332.5
18132,"Sailing, in competition, high effort",Sailing,9.3,9.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",325.5
15125,"Boxing, simulated boxing round, exercise",Boxing,9.3,9.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",325.5
2065,"Stair treadmill ergometer, general",Stair treadmill ergometer,9.3,9.3,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",325.5
19146,"Skiing, slalom",Skiing,9.3,9.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",325.5
12140,"Running, cross country",Running,9.3,9.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",325.5
12358,"Running downhill, 6.0 to 7.9 mph, -3% to -9%",Running,9.3,9.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",325.5
2284,"ExerCube, workout series",ExerCube,9.3,9.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",325.5
15072,"Basketball, drills, practice",Basketball,9.3,9.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",325.5
12050,"Running, 6-6.3 mph (10 min/mile)",Running,9.3,9.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",325.5
17134,"Stair climbing, fast pace, one step at a time",Stair climbing,9.3,9.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",325.5
16004,"Bicycling for transportation, high effort",Cycling,9.3,9.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",325.5
16002,"Bicycling for transportation, light effort",Cycling,9.3,9.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",325.5
12045,"Running, 5.5 -5.8 mph ",Running,9.0,9.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
19045,"Skating Treadmill, 6 - 6.9 mph, 2% grade",Skating Treadmill,9.0,9.0,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
11529,"Counter terrorism maneuvers, clearing building",Counter terrorism maneuvers,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
19400,"Mountaineering, downhill climbing, walking down with rope",Mountaineering,9.0,9.0,Berat,True,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
19040,"Skating, ice, rapidly, more than 9 mph but not competitive",Skating,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
15025,"Badminton, competitive, match play",Badminton,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
18106,"Kayaking, slalom, flat water",Kayaking,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
1017,"Bicycling, self-selected vigorous pace",Cycling,9.0,9.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
12355,"Running downhill, 7.0 to 8.9 mph, -10% to -15%",Running,9.0,9.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
5150,"Moving household items upstairs, carrying boxes or furniture",Moving household items upstairs,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
15480,Orienteering,Orienteering,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
1066,"Bicycling, 12 mph, standing, hands on brake hoods, 60 rpm",Cycling,9.0,9.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
15402,"Horseback riding, jumping",Horseback riding,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
12588,"Running, jogging stroller, indoors, 6 mph",Running,9.0,9.0,Berat,True,None,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
11246,"Fire fighter, hauling hoses on ground,  carrying/hoisting equipment, breaking down  walls etc., wearing full gear",Fire fighter,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
1270,"Bicycling, stationary, RPM/Spin bike class",Cycling,9.0,9.0,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
2069,"Jumping rope, Digi-Jump Maching, 120 jumps/minute",Jumping rope,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
2049,"Elliptical trainer, vigorous effort",Elliptical trainer,9.0,9.0,Berat,True,Elliptical trainer,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
2003,"Aerobic, step, with 10 – 12 inch step ",Aerobic,9.0,9.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",315.0
2240,"Impulse Training System, Inertial Exercise Trainer",Impulse Training System,9.0,9.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",315.0
15534,"Rock climbing, free boulder",Rock climbing,8.8,8.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",308.0
17310,"Walking, for exercise, with ski poles, Nordic walking, uphill, moderate pace",Walking,8.8,8.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",308.0
12335,"Running uphill, 0.6 to 0.79 mph, 30% incline",Running,8.8,8.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",308.0
3087,"Polynesian dance, Samoan slap, Tahitian",Polynesian dance,8.8,8.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",308.0
11550,"Shoveling, more than 16 lbs/minute, deep  digging, vigorous effort ",Shoveling,8.8,8.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",308.0
17036,"Climbing hills, no load, 11 to 20% grade, slow-to-moderate pace",Climbing hills,8.8,8.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",308.0
1305,"Bicycling, high intensity interval training",Cycling,8.8,8.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",308.0
1290,"Bicycling, interactive virtual cycling, indoor cycle ergometer ",Cycling,8.8,8.8,Berat,True,None,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",308.0
17038,"Climbing hills, no load, steep grade (30%), slow pace (less than 1.2 mph)",Climbing hills,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
18436,"Aquatic cycling, 80-89 RPM",Aquatic cycling,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
12508,"Running, 5.0 - 5.9 mph, 1.0 to 3.0 kg backpack",Running,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
11493,"Mining, general services, drilling, mining support jobs (mechanical, welding, pipe installation, general construction)",Mining,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
3075,Flamenco dance,Flamenco dance,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
11888,"Soldiers, walking,  2.8 mph, 10% grade, up to 21.5 kg load",Soldiers,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
19090,"Skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general",Skiing,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
2107,"Pound, combination of Pilates and body movements with drumming",Pound,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
1009,"Bicycling, mountain, general",Cycling,8.5,8.5,Berat,True,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
1065,"Bicycling, 12 mph, seated, hands on brake hoods or bar drops, 80 rpm",Cycling,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
17305,"Walking, for exercise, 4.5 to 5.0 mph, with ski poles, Nordic walking, level, fast pace",Walking,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
18376,"Water running, 50 steps/min, fast",Water running,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
1008,"Bicycling, BMX",Cycling,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
15115,"Boxing, punching bag, 120 b/min",Boxing,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
15192,"Auto racing, open wheel",Auto racing,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
11266,"Forestry, vigorous effort (e.g., barking, felling,  or trimming trees, carrying or stacking logs,  planting seeds, sawing lumber by hand )",Forestry,8.5,8.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",297.5
17231,"Walking, 5.0 to 5.5 mph (8.8 to 8.9 km/h), level, firm surface",Walking,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
12030,"Running, 5.0 to 5.2 mph (12 min/mile)",Running,8.5,8.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",297.5
15560,"Rugby, union, team, competitive",Rugby,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
15596,"Skateboard, longboard, 16.2 km/h, typical speed",Skateboard,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
11710,"Steel mill, vigorous effort (e.g., hand rolling,  merchant mill rolling, removing slag, tending  furnace)",Steel mill,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
15552,"Rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce",Rope jumping,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
19315,"Rollerskiing, 17 - 19.9 km/h, no incline",Rollerskiing,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
8057,"Felling trees, large size",Felling trees,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
10048,"Drumming, concert/live show",Drumming,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
17455,"Walking, Curved treadmill, 3.0 to 5.0 mph, brisk pace",Walking,8.3,8.3,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",290.5
17025,"Carrying load upstairs, general",Carrying load upstairs,8.3,8.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",290.5
17367,"Walking, treadmill, 5.0 to 5.5 mph (8.0 to 8.9 km/h), 0% grade",Walking,8.3,8.3,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",290.5
18290,"Swimming, crawl, medium speed, ~50 yards/minute, vigorous effort  ",Swimming,8.0,8.0,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
15533,"Rock or mountain climbing (Taylor Code 060), (formerly code 17120)",Rock or mountain climbing (Taylor Code 060),8.0,8.0,Berat,False,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
17130,"Stair climbing, using or climbing up ladder (Taylor Code 030)",Stair climbing,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
18330,"Swimming, synchronized ",Swimming,8.0,8.0,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
15360,"Hockey, ice, general",Hockey,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15676,"Tennis, general, competitive",Tennis,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15690,"Tennis, singles (Taylor Code 420)",Tennis,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15725,"Volleyball, beach, in sand",Volleyball,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
17028,"Carrying load, 25 to 49 lb load, upstairs",Carrying load,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
17330,"Walking, Teabag walk, Monty Python Ministry of Silly Walks",Walking,8.0,8.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
11050,"Carrying heavy loads (e.g., bricks, tools) ",Carrying heavy loads (e.g.,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
11060,"Carrying moderate loads up stairs, moving  boxes, 25-49 lbs",Carrying moderate loads up stairs,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
1030,"Bicycling, 12-13.9 mph, leisure, moderate effort",Cycling,8.0,8.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
11262,"Forestry, ax chopping, fast, 1.25 kg axe, 35  blows/min, vigorous effort ",Forestry,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
2153,"Yoga, Hatha, high intensity",Yoga,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
11245,"Fire fighter, raising and climbing ladder with  full gear, simulated fire suppression ",Fire fighter,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
11240,"Fire fighter, general ",Fire fighter,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
1228,"Bicycling, stationary, 126-150 watts",Cycling,8.0,8.0,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
17090,"Marching rapidly, military, no pack",Marching rapidly,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
19170,"Skiing, downhill, alpine or snowboarding, vigorous effort, active time only",Skiing,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15460,Lacrosse,Lacrosse,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
12585,"Running, jogging stroller, indoors, 5 mph",Running,8.0,8.0,Berat,True,None,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
15330,"Handball, team",Handball,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15250,"Frisbee, ultimate",Frisbee,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15040,"Basketball, game (Taylor Code 490)",Basketball,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15142,"Coaching, actively playing sport with players",Coaching,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15230,"Football, touch, flag, general (Taylor Code 510)",Football,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
12190,"Running, training, pushing a wheelchair or baby carrier",Running,8.0,8.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
2006,"Aerobic dance, high impact, vigorous effort ",Aerobic dance,8.0,8.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
12150,Running (Taylor Code 200),Running,8.0,8.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",280.0
15510,"Polo, on horseback",Polo,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
15210,"Football, competitive",Football,8.0,8.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",280.0
2280,"Virtual Reality Fitness,  Supernatural™ “Flow”, “Boxing"" vigorous intensity",Virtual Reality Fitness,7.9,7.9,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",276.5
17475,"Walking treadmill, backwards, 2.5 mph, +10% grade",Walking,7.8,7.8,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",273.0
11390,"Horse racing, galloping, cantor ",Horse racing,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
17325,"Walking, backward, 3.5 mph, uphill, 5% grade",Walking,7.8,7.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",273.0
17012,"Backpacking,  hiking with a daypack, organized walking with daypack",Backpacking,7.8,7.8,Berat,True,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",273.0
15350,"Hockey, field",Hockey,7.8,7.8,Berat,False,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
12555,"Running, barefoot, 3.5-5.9 mph",Running,7.8,7.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",273.0
11790,"Using heavy tools (not power) such as shovel,  pick, tunnel bar, spade ",Using heavy tools (not power) such as shovel,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
15195,Futsal,Futsal,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
2004,"Bench step class, general ",Bench step class,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
2062,"Health club exercise, conditioning classes",Health club exercise,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
11145,"Farming, vigorous effort (e.g., baling hay,  cleaning barn), includes former code 11200 ",Farming,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
12029,Running 4.3 to 4.8 mph,Running,7.8,7.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",273.0
15120,"Boxing, sparring",Boxing,7.8,7.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",273.0
18358,"Water aerobics, high intensity",Water aerobics,7.5,7.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",262.5
2020,"Calisthenics (e.g., pushups, sit ups, pull-ups, jumping jacks, burpees, battling ropes), vigorous effort",Calisthenics (e.g.,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
11490,"Moving, carrying or pushing heavy objects, 75  lbs or more, only active time (e.g., desks,  moving van work)",Moving,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
17136,"Stair climbing, two steps at a time",Stair climbing,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
12020,"Jogging, general, self-selected pace",Running,7.5,7.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",262.5
18432,"Aquatic cycling, 100 W, 60-70 RPM",Aquatic cycling,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
2072,"Rowing, stationary, 100 to 149 watts, vigorous effort",Rowing,7.5,7.5,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",262.5
19005,"Dog sledding, mushing",Dog sledding,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
17138,"Stair climbing, ascending and descending stairs",Stair climbing,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
12353,"Running downhill, 6.0 to 6.9 mph, -10% to -15%",Running,7.5,7.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",262.5
15055,"Basketball, general",Basketball,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
2040,"Circuit training, including kettlebells, some aerobic movement with minimal rest, general, vigorous intensity",Circuit training,7.5,7.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",262.5
17050,"Climbing hills, 21 to 40 lb load, 3 to 10% grade, moderate-to-brisk pace",Climbing hills,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
19201,"Snowboarding, recreational, moderate pace, mountain",Snowboarding,7.5,7.5,Berat,False,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
8202,"Shoveling snow, by hand, vigorous effort",Shoveling snow,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
15591,"Roller blading, in-line skating, 14.4 km/h (9.0 mph), recreational pace",Roller blading,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
19254,"Snow shoveling, by hand, vigorous effort",Snow shoveling,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
18375,"Water running, 40 steps/min, moderate",Water running,7.5,7.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",262.5
22320,"Active video game, motion sensing game/using total body, exergames, workouts, dancing (vigorous effort) ",Active video game,7.5,7.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",262.5
2002,"Aerobic, step, with 6 – 8 inch step ",Aerobic,7.3,7.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",255.5
2000,"Aerobic, general ",Aerobic,7.3,7.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",255.5
19174,"Skiing, Alpine skiing high-intensity training",Skiing,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
11380,"Horse grooming, including feeding, cleaning  stalls, bathing, brushing, clipping, longeing and  exercising horses.",Horse grooming,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
8052,"Digging, spading, filling garden, composting, vigorous effort",Digging,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
11850,"Walking or walk downstairs or standing,  carrying objects about 100 lbs or more ",Walking,7.3,7.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",255.5
11540,"Shoveling, digging ditches ",Shoveling,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
